Frame,Joint,X,Y,Z,Visibility,Key
0,0,0.480024159,0.674745739,-0.280513018,0.999981642,2
0,1,0.474669576,0.68073982,-0.268735141,0.999908328,2
0,2,0.471768051,0.681084275,-0.2687819,0.999910474,2
0,3,0.468927026,0.681373715,-0.268818915,0.999906421,2
0,4,0.484955102,0.680319071,-0.267762244,0.999900103,2
0,5,0.488423496,0.680376232,-0.267752379,0.999888301,2
0,6,0.491515666,0.680414319,-0.267768651,0.999863625,2
0,7,0.464102089,0.680325091,-0.171280786,0.999829769,2
0,8,0.495343745,0.679657698,-0.164390251,0.999738634,2
0,9,0.473794788,0.670052469,-0.241181612,0.999982238,2
0,10,0.486140728,0.669966638,-0.239452735,0.999972939,2
0,11,0.43208307,0.650307775,-0.094496638,0.999990225,2
0,12,0.523308635,0.647449493,-0.090421937,0.999946117,2
0,13,0.420868576,0.607619822,-0.040851172,0.99393326,2
0,14,0.534041941,0.605872333,-0.047731701,0.962041795,2
0,15,0.410979897,0.57394737,-0.124161005,0.990440607,2
0,16,0.536505818,0.568679392,-0.125182748,0.952357411,2
0,17,0.40484491,0.56037426,-0.151160389,0.978316724,2
0,18,0.539576948,0.555541456,-0.153030366,0.920554876,2
0,19,0.411215305,0.561011493,-0.185143277,0.980498493,2
0,20,0.533520222,0.555538476,-0.186024666,0.924279451,2
0,21,0.414485157,0.565141737,-0.138945922,0.975230515,2
0,22,0.530892193,0.559213579,-0.139915109,0.910373747,2
0,23,0.451781601,0.571909308,-0.006705748,0.999690294,2
0,24,0.502614558,0.570380628,0.00673375,0.999478519,2
0,25,0.447191387,0.512762249,-0.010450833,0.993018448,2
0,26,0.502230883,0.513406873,0.03979845,0.988121748,2
0,27,0.451231152,0.461584657,0.132943511,0.987534523,2
0,28,0.496148348,0.46751225,0.216992542,0.982544899,2
0,29,0.457409739,0.454537511,0.13985002,0.882587433,2
0,30,0.489056438,0.461324483,0.228565678,0.863457441,2
0,31,0.443482012,0.444604427,0.016932618,0.980264544,2
0,32,0.506716907,0.453429818,0.118604377,0.975959599,2
1,0,0.477557838,0.672944188,-0.350843519,0.999983191,2
1,1,0.472070694,0.678753972,-0.342469782,0.999924779,2
1,2,0.46851936,0.679075241,-0.342502058,0.999923706,2
1,3,0.465671837,0.679426014,-0.342562467,0.999921679,2
1,4,0.482616514,0.678735197,-0.341872871,0.999924779,2
1,5,0.486115634,0.678982079,-0.341889858,0.999912977,2
1,6,0.48946929,0.679226935,-0.341894358,0.999895215,2
1,7,0.460893273,0.679624438,-0.241582036,0.999880195,2
1,8,0.492468834,0.679030538,-0.236057192,0.999810994,2
1,9,0.471204937,0.668831706,-0.30802381,0.999983549,2
1,10,0.484557033,0.668803453,-0.306719244,0.999976993,2
1,11,0.430126011,0.650899589,-0.146431521,0.999990582,2
1,12,0.521124601,0.648208678,-0.142931387,0.99996376,2
1,13,0.419668585,0.608425796,-0.082804441,0.994756222,2
1,14,0.532505333,0.605255961,-0.092543796,0.961089134,2
1,15,0.407418966,0.57323736,-0.160702765,0.989150584,2
1,16,0.537222207,0.567927003,-0.169589162,0.949250162,2
1,17,0.402598023,0.560222745,-0.187184274,0.973560929,2
1,18,0.540618777,0.555406213,-0.195680529,0.914468408,2
1,19,0.408398122,0.560832858,-0.221938908,0.976536989,2
1,20,0.534133017,0.555207491,-0.230350763,0.919871271,2
1,21,0.411444992,0.564643145,-0.175415739,0.970372498,2
1,22,0.531558573,0.558728516,-0.184370831,0.903689086,2
1,23,0.451540738,0.572867334,-0.008199308,0.999466479,2
1,24,0.503018737,0.571671486,0.008154974,0.99923718,2
1,25,0.444505125,0.512839139,-0.013303243,0.992100656,2
1,26,0.50302738,0.513359785,0.036460489,0.983979464,2
1,27,0.452355385,0.462117523,0.134285703,0.988760889,2
1,28,0.491650164,0.465819776,0.201464191,0.984377265,2
1,29,0.458643854,0.455503047,0.141702995,0.893048763,2
1,30,0.484509498,0.458925188,0.211706117,0.88830483,2
1,31,0.443796486,0.445853561,0.021103585,0.983100414,2
1,32,0.50773567,0.451378882,0.100850403,0.979253769,2
2,0,0.473712534,0.673560381,-0.341657877,0.999983072,2
2,1,0.467634797,0.679587483,-0.332402974,0.999919057,2
2,2,0.464075774,0.679747701,-0.332440645,0.999918818,2
2,3,0.461028308,0.679951787,-0.332508773,0.999916553,2
2,4,0.478597075,0.679697633,-0.331040025,0.999915004,2
2,5,0.482322574,0.67998898,-0.331056297,0.999900937,2
2,6,0.485507756,0.680194497,-0.331067204,0.999880195,2
2,7,0.456393987,0.679957628,-0.232026398,0.999898434,2
2,8,0.489465714,0.679589987,-0.221688002,0.999785602,2
2,9,0.467078805,0.669208169,-0.299334437,0.999988556,2
2,10,0.481331676,0.66936487,-0.296714842,0.99998188,2
2,11,0.428031355,0.649096251,-0.143222839,0.999994874,2
2,12,0.519508898,0.648525298,-0.126634136,0.999957919,2
2,13,0.416446507,0.606721938,-0.08732067,0.996495306,2
2,14,0.53108561,0.606579363,-0.077527955,0.954915047,2
2,15,0.406238467,0.573055387,-0.176315591,0.993206918,2
2,16,0.536853313,0.568473279,-0.167334199,0.956133008,2
2,17,0.402327061,0.560576618,-0.207171559,0.983685255,2
2,18,0.540571868,0.556475997,-0.195880637,0.928276241,2
2,19,0.408494979,0.561782479,-0.241129562,0.98540765,2
2,20,0.533727229,0.556343317,-0.232296675,0.932816684,2
2,21,0.411778629,0.565297425,-0.190945327,0.980247915,2
2,22,0.531248868,0.559620023,-0.183171973,0.920261741,2
2,23,0.451841831,0.571994841,-0.016677896,0.999585807,2
2,24,0.503070891,0.57104069,0.016650738,0.999270499,2
2,25,0.444729745,0.512045801,-0.036385667,0.995150447,2
2,26,0.505613446,0.512681484,0.05094007,0.981851578,2
2,27,0.45214361,0.462276995,0.143069878,0.990496874,2
2,28,0.492821127,0.4667615,0.2537947,0.984008789,2
2,29,0.459839523,0.456242412,0.153045967,0.857790172,2
2,30,0.482886314,0.459489226,0.267986506,0.911571264,2
2,31,0.446474105,0.446576774,0.027314259,0.983587444,2
2,32,0.513200462,0.451397628,0.159979835,0.980787039,2
3,0,0.473528683,0.673827589,-0.347194374,0.999988198,2
3,1,0.46797967,0.679571152,-0.338607073,0.999942183,2
3,2,0.464473844,0.679842591,-0.338635176,0.999941468,2
3,3,0.461509526,0.680152774,-0.338691533,0.999938011,2
3,4,0.478531331,0.679662764,-0.337242872,0.999942303,2
3,5,0.482025415,0.679943383,-0.337255031,0.9999336,2
3,6,0.485346824,0.680206656,-0.337261021,0.999919534,2
3,7,0.456456006,0.68059212,-0.238039196,0.999917388,2
3,8,0.488475531,0.680176735,-0.228259087,0.999862552,2
3,9,0.46704483,0.669893205,-0.304505736,0.999990344,2
3,10,0.480245978,0.669997215,-0.302005202,0.999985933,2
3,11,0.425909817,0.650464773,-0.143766284,0.999994516,2
3,12,0.518094599,0.649358809,-0.133289799,0.999971509,2
3,13,0.415470421,0.608123362,-0.080793098,0.996560156,2
3,14,0.531308055,0.607362211,-0.08171913,0.969149232,2
3,15,0.403474897,0.573092878,-0.16504018,0.993529499,2
3,16,0.537523568,0.569599986,-0.165587679,0.969746828,2
3,17,0.398882776,0.560894847,-0.193452209,0.983873308,2
3,18,0.54016012,0.557156324,-0.193593875,0.945854783,2
3,19,0.404918611,0.561966598,-0.228523642,0.985626936,2
3,20,0.533386588,0.557227731,-0.228974774,0.949177027,2
3,21,0.408361584,0.565335929,-0.180014476,0.981117904,2
3,22,0.530945063,0.560539424,-0.180892721,0.93814981,2
3,23,0.450028837,0.57273829,-0.012951866,0.999650478,2
3,24,0.501502514,0.571992278,0.012914886,0.99944824,2
3,25,0.44545278,0.512298822,-0.028290963,0.995157778,2
3,26,0.50534904,0.513822556,0.046877179,0.987437129,2
3,27,0.452424288,0.462495834,0.138569355,0.991694868,2
3,28,0.490680665,0.466874093,0.239469856,0.987766266,2
3,29,0.460001469,0.455220103,0.147547245,0.890628397,2
3,30,0.482683748,0.460490227,0.252666324,0.918923855,2
3,31,0.446436077,0.446292877,0.022499081,0.986487687,2
3,32,0.508707106,0.450897813,0.143968597,0.984432459,2
4,0,0.476249516,0.675752401,-0.33792913,0.999990106,2
4,1,0.470590204,0.681540489,-0.328550905,0.999946833,2
4,2,0.467086852,0.681743383,-0.328565717,0.999948263,2
4,3,0.463710517,0.681992948,-0.328596562,0.99994421,2
4,4,0.479646653,0.681814909,-0.326427698,0.99994421,2
4,5,0.482414633,0.682146072,-0.326448053,0.999940753,2
4,6,0.484914482,0.68248105,-0.326474041,0.999930382,2
4,7,0.458256602,0.681819737,-0.229455039,0.999922514,2
4,8,0.486809045,0.682233572,-0.216832146,0.999871016,2
4,9,0.469970226,0.672289848,-0.296546191,0.999991059,2
4,10,0.48161611,0.672364652,-0.293177664,0.999985933,2
4,11,0.425877512,0.650307477,-0.140458629,0.999994636,2
4,12,0.517295837,0.649773598,-0.121513478,0.999972224,2
4,13,0.415969342,0.607491732,-0.076381743,0.996550918,2
4,14,0.529660285,0.607888579,-0.065316148,0.968303978,2
4,15,0.404119045,0.573145449,-0.16255562,0.994078159,2
4,16,0.537262738,0.571355879,-0.148573175,0.973692119,2
4,17,0.397947252,0.561231852,-0.188925713,0.985890627,2
4,18,0.541385293,0.559218824,-0.17568709,0.951591909,2
4,19,0.403804421,0.562205553,-0.224486247,0.987465024,2
4,20,0.535672069,0.559318542,-0.211422548,0.954904318,2
4,21,0.406587273,0.565617621,-0.177607045,0.98370105,2
4,22,0.531829596,0.563390076,-0.164238438,0.946073949,2
4,23,0.448722363,0.572404921,-0.014915866,0.999793589,2
4,24,0.501799524,0.57228452,0.014825053,0.999693394,2
4,25,0.447404683,0.512809277,-0.031536531,0.995489061,2
4,26,0.506857216,0.514146209,0.02604303,0.991082191,2
4,27,0.451135904,0.462917209,0.151306584,0.993312418,2
