Frame,Joint,X,Y,Z,Visibility,Key
0,0,0.496429443,0.60430032,-0.275010198,0.999983311,1
0,1,0.491011947,0.608722091,-0.261462718,0.999908566,1
0,2,0.487702996,0.60857594,-0.261501938,0.999920368,1
0,3,0.484535664,0.60839045,-0.261511087,0.999911785,1
0,4,0.499426097,0.608814836,-0.260209024,0.999895573,1
0,5,0.501883626,0.608689427,-0.260216564,0.999890089,1
0,6,0.505014122,0.608484328,-0.260246545,0.999851346,1
0,7,0.479362309,0.605417848,-0.168235898,0.999843478,1
0,8,0.508042753,0.605347991,-0.160297751,0.999667764,1
0,9,0.490491241,0.598361611,-0.239057437,0.99998343,1
0,10,0.502527535,0.599106073,-0.236982688,0.999973297,1
0,11,0.452333093,0.572547793,-0.098813161,0.999988675,1
0,12,0.538555324,0.573147178,-0.094026886,0.999925613,1
0,13,0.441933304,0.53115499,-0.058106042,0.997081339,1
0,14,0.553222537,0.534789622,-0.053013694,0.965128779,1
0,15,0.431987762,0.499350488,-0.153215483,0.995563149,1
0,16,0.562060058,0.501984954,-0.130113125,0.961278796,1
0,17,0.428103745,0.487008929,-0.181374833,0.987481833,1
0,18,0.568655849,0.491028517,-0.15621689,0.930728555,1
0,19,0.434312552,0.488244146,-0.214480236,0.989122212,1
0,20,0.561934292,0.490837008,-0.187415108,0.93487829,1
0,21,0.437230736,0.491626471,-0.16793707,0.986123085,1
0,22,0.557719946,0.494224638,-0.14397864,0.923367202,1
0,23,0.478339136,0.499366879,-0.001832857,0.999468863,1
0,24,0.526937425,0.50126493,0.00177433,0.999390483,1
0,25,0.478332758,0.441888303,-0.004176481,0.992268026,1
0,26,0.524210989,0.444849014,0.00748921,0.987598717,1
0,27,0.489255846,0.394323051,0.159690902,0.989946425,1
0,28,0.519883633,0.396564752,0.171596184,0.987368762,1
0,29,0.495048285,0.387016088,0.168590695,0.898177028,1
0,30,0.515954792,0.389682025,0.181204066,0.878021598,1
0,31,0.4819493,0.380329907,0.048972208,0.984657943,1
0,32,0.528390825,0.381254405,0.066071577,0.982841492,1
1,0,0.498856425,0.605928957,-0.236250445,0.999975443,1
1,1,0.492002636,0.610419154,-0.220171958,0.999886632,1
1,2,0.488473117,0.610244155,-0.220221862,0.999904513,1
1,3,0.485016495,0.61006707,-0.22024639,0.999900818,1
1,4,0.501154125,0.610490978,-0.218086839,0.999855757,1
1,5,0.503420949,0.610308111,-0.218067944,0.999849796,1
1,6,0.505737543,0.610024452,-0.218059555,0.999802649,1
1,7,0.478548795,0.606552362,-0.123505048,0.999797046,1
1,8,0.507470608,0.607079625,-0.111528635,0.999430716,1
